eval_id,x,hub,f1,f2,f3,g1,g2,feasible
834,"[np.float64(0.8389285528843279), np.float64(0.16995226033272992), np.float64(0.6630356736077786), np.float64(0.9289819293447048), np.float64(0.5910394150628759), np.float64(0.2645630384078346), np.float64(0.19246724358411443), np.float64(0.31166273658665616), np.float64(0.9586542137603264), np.float64(0.8015928444817408)]","[0.7882623746315078, 1.0262643569032859]",-51.647674560546875,0.409,2732.7084452215163,-51.47992528481427,0.0,1
835,"[np.float64(0.7166297119246232), np.float64(0.8561050266234085), np.float64(0.7336978550393052), np.float64(0.9256347603637904), np.float64(0.7372198536109427), np.float64(0.19385625137986884), np.float64(0.43888374395545193), np.float64(0.49842143570184294), np.float64(0.9157580075753988), np.float64(0.7935388993508531)]","[0.8852892478136235, 1.0306108500200093]",-40.51163864135742,0.002,1765.8429798443708,25.138063091023184,0.0,0
836,"[np.float64(0.8573735483714604), np.float64(0.90374101988664), np.float64(0.7333883985210441), np.float64(0.727860735620425), np.float64(0.7177699870316836), np.float64(0.06982134556789737), np.float64(0.21358366495269002), np.float64(0.3699211451281681), np.float64(0.9174431996866264), np.float64(0.7903987980200242)]","[0.7401007146651051, 1.137020605412199]",-4.077428817749023,0.002,1917.3182717187665,39.59460693270276,0.0,0
837,"[np.float64(0.9276128119083129), np.float64(0.8978672029317168), np.float64(0.6716750462098597), np.float64(0.7609482634450768), np.float64(0.9710447147352519), np.float64(0.28316933423536245), np.float64(0.4431009514042846), np.float64(0.5171860267813547), np.float64(0.9162662381200539), np.float64(0.7903790687979348)]","[0.9460602102630037, 1.1210510089434904]",-14.353466987609863,0.005,2127.5925610622894,-19.121099264153372,1.0,0
838,"[np.float64(0.6069770162980465), np.float64(0.8528680356588756), np.float64(0.8600157434686669), np.float64(0.9210219903257191), np.float64(0.2252358057705293), np.float64(0.2607180699684922), np.float64(0.19216208625097772), np.float64(0.5277747494073263), np.float64(0.7512577976883472), np.float64(0.6322970029918138)]","[0.8898819397210658, 1.029448472035578]",-35.61327362060547,0.234,2725.4267733116626,-134.09642470511773,0.0,1
839,"[np.float64(0.4392497680238127), np.float64(0.11734405872008097), np.float64(0.6649944745143583), np.float64(0.757111670279264), np.float64(0.5341500746105757), np.float64(0.08234411671458292), np.float64(0.8162232276612935), np.float64(0.6743667180036826), np.float64(0.9896382495839138), np.float64(0.8123233612933684)]","[0.7879625055317327, 1.0331708568670792]",-44.48023223876953,0.692,2631.2944269130976,-64.89276740328944,0.0,1
840,"[np.float64(0.45564835262776004), np.float64(0.08424510780608262), np.float64(0.6652044135632135), np.float64(0.821799403774659), np.float64(0.5334164780190742), np.float64(0.05860270557815811), np.float64(0.15607301011888175), np.float64(0.32126985093076127), np.float64(0.9159295513836001), np.float64(0.7559670834138837)]","[0.7879625055317327, 1.0336959161737878]",-56.69762420654297,0.921,2710.874354279285,-297.6224158030078,0.0,1
841,"[np.float64(0.4333844723081125), np.float64(0.08626749666242012), np.float64(0.6649944745143583), np.float64(0.9269793671561731), np.float64(0.5608176447775153), np.float64(0.06588093171947071), np.float64(0.20626054547367187), np.float64(0.3189858326235244), np.float64(0.9165798039886517), np.float64(0.7589648031188178)]","[0.9171957237902499, 1.0308314359147377]",-68.40206909179688,0.905,2804.918865425426,-319.79767665407394,0.0,1
842,"[np.float64(0.43329564764805206), np.float64(0.1211032795550875), np.float64(0.6649944745143583), np.float64(0.757111670279264), np.float64(0.5341500746105757), np.float64(0.08234411671458292), np.float64(0.3155854333468793), np.float64(0.32298544643401167), np.float64(0.9159712409763542), np.float64(0.7569910486183109)]","[0.7879625055317327, 1.0331708568670792]",-62.67485809326172,0.663,2620.112547246541,-204.39004694246574,1.0,0
843,"[np.float64(0.6271025022944058), np.float64(0.22648073489780118), np.float64(0.5841359078594545), np.float64(0.6035616845224487), np.float64(0.247820029659795), np.float64(0.9153799044219576), np.float64(0.2161814026800592), np.float64(0.0004949035484936859), np.float64(0.7309903054662739), np.float64(0.6202035665056258)]","[0.9158897617272703, 1.093415289402548]",-33.57168960571289,0.232,2866.602367914982,-57.80730226841388,0.0,1
844,"[np.float64(0.8472395322127794), np.float64(0.914835715055917), np.float64(0.7056269409156534), np.float64(0.9226154565619791), np.float64(0.7541863416029017), np.float64(0.19360897381285805), np.float64(0.4614248708685066), np.float64(0.5317191958075517), np.float64(0.9979400429321814), np.float64(0.7538517190638866)]","[0.8832171143348869, 1.0306255867595602]",-26.258682250976562,0.003,1786.7262882537157,-115.83385858863312,0.0,1
845,"[np.float64(0.8463825720721009), np.float64(0.9050802968672662), np.float64(0.7754122463221798), np.float64(0.7529991517560194), np.float64(0.7460410844635996), np.float64(0.18806871785725454), np.float64(0.4345872650678448), np.float64(0.5317191958075517), np.float64(0.9522397157397885), np.float64(0.7935128187773239)]","[0.8878481588763529, 1.0799514560099266]",-21.739959716796875,0.001,1705.7604016842715,-12.796240686707279,0.0,1
846,"[np.float64(0.4575767762698687), np.float64(0.08626749666242012), np.float64(0.6649944745143583), np.float64(0.9269793671561731), np.float64(0.5610623716660468), np.float64(0.06516820872425334), np.float64(0.20539321056139545), np.float64(0.3189858326235244), np.float64(0.9166202656312566), np.float64(0.7569183795660672)]","[0.7874082879938515, 1.061208656319481]",-68.40206909179688,0.905,2924.9631133268394,-294.309178965496,0.0,1
847,"[np.float64(0.43329564764805206), np.float64(0.17650306789222592), np.float64(0.6649944745143583), np.float64(0.757111670279264), np.float64(0.5341500746105757), np.float64(0.08234411671458292), np.float64(0.2031257921897851), np.float64(0.32298544643401167), np.float64(0.960885324421672), np.float64(0.6725382777422981)]","[0.7874799037739025, 1.032734948155222]",-62.018836975097656,0.384,2389.2610523875055,-220.96062657200918,0.0,1
848,"[np.float64(0.45361975191867565), np.float64(0.08585753883801125), np.float64(0.6649944745143583), np.float64(0.9269793671561731), np.float64(0.5846105421865344), np.float64(0.06516820872425334), np.float64(0.2062812727469933), np.float64(0.32197869573629206), np.float64(0.9166110500827912), np.float64(0.7339919157719205)]","[0.883026222014268, 1.0619184371477803]",-68.84272766113281,0.909,2810.201441150317,-302.3481832668024,0.0,1
849,"[np.float64(0.4331845756905248), np.float64(0.12569335264917464), np.float64(0.8859550503397121), np.float64(0.9235091736806436), np.float64(0.5253173483908524), np.float64(0.1902758834295829), np.float64(0.16015015264168597), np.float64(0.3109394832266252), np.float64(0.9148780945611592), np.float64(0.7543468431481496)]","[0.9514788095638805, 1.0978691556201652]",-67.28519439697266,0.636,3272.5202608903883,-262.93392980793067,0.0,1
850,"[np.float64(0.5594558556328595), np.float64(0.7110669415269264), np.float64(0.3884934338041229), np.float64(0.842870150406428), np.float64(0.9450361751656392), np.float64(0.1647577284635473), np.float64(0.1517427616785485), np.float64(0.556860866721899), np.float64(0.756211253687646), np.float64(0.6319294256315011)]","[0.7197903536908291, 1.0703090386448]",-45.67068862915039,0.046,2623.8779994293145,-1.6119499818448446,0.0,1
851,"[np.float64(0.43329564764805206), np.float64(0.12313021541938544), np.float64(0.6649944745143583), np.float64(0.9248263988108716), np.float64(0.555988618928566), np.float64(0.08234411671458292), np.float64(0.20328609271973425), np.float64(0.32298544643401167), np.float64(0.9622190092228333), np.float64(0.6725382777422981)]","[0.7820629190287326, 1.032788528321928]",-65.15257263183594,0.655,2696.1143315785594,-302.84567506442454,0.0,1
852,"[np.float64(0.6206578133047694), np.float64(0.8308084044782567), np.float64(0.4059897070489605), np.float64(0.9263071295514084), np.float64(0.5837604502990652), np.float64(0.9389692169155683), np.float64(0.12105829329331663), np.float64(0.4805173644900954), np.float64(0.9251431320252157), np.float64(0.734151182788905)]","[0.7814551492264207, 1.0935393235327027]",-33.42434310913086,0.04,2532.477924637053,-94.85482180656453,0.0,1
853,"[np.float64(0.8998373848989748), np.float64(0.9018698267094709), np.float64(0.7754122463221798), np.float64(0.7609482634450768), np.float64(0.7427023464392475), np.float64(0.19058685391683844), np.float64(0.15409034771332816), np.float64(0.5038121623630145), np.float64(0.9522397157397885), np.float64(0.7928892900449712)]","[0.8710381356639673, 1.078115531056806]",-19.51302146911621,0.001,1653.5269873637858,191.07885191144774,0.0,0
854,"[np.float64(0.4538611792914793), np.float64(0.15477494375396972), np.float64(0.890115756104223), np.float64(0.8490585146904952), np.float64(0.5596959279930723), np.float64(0.47883601973978784), np.float64(0.39637891783310825), np.float64(0.49403547108660445), np.float64(0.9520308688456413), np.float64(0.793008680111036)]","[0.8774810538132076, 1.0120759683292049]",-44.64210891723633,0.478,2458.1355532415187,-265.069264964337,1.0,0
855,"[np.float64(0.7166297119246232), np.float64(0.905595692320977), np.float64(0.6523332813493933), np.float64(0.9258988511338739), np.float64(0.7494577126667681), np.float64(0.07626617695551538), np.float64(0.4360013772158223), np.float64(0.5900616418076662), np.float64(0.918512614691841), np.float64(0.7935388993508531)]","[0.8852892478136235, 1.0306108500200093]",-39.49876403808594,0.005,2106.144731167475,-108.3585015735344,0.0,1
856,"[np.float64(0.437617086494043), np.float64(0.07864254253803389), np.float64(0.5632416505582505), np.float64(0.5811031966183287), np.float64(0.9666593913728327), np.float64(0.21523339928310642), np.float64(0.20292875549408876), np.float64(0.22744284201322088), np.float64(0.9558251114430394), np.float64(0.633176210171202)]","[0.7321662779787882, 1.0980916794864397]",-59.809627532958984,0.975,2946.3328706213338,41.641291958081695,0.0,0
857,"[np.float64(0.8463143909581503), np.float64(0.892804160347197), np.float64(0.7739576605838048), np.float64(0.8345776610665696), np.float64(0.8268499645974258), np.float64(0.18806871785725454), np.float64(0.4348439943092572), np.float64(0.5317191958075517), np.float64(0.9522397157397885), np.float64(0.787703950068538)]","[0.8878481588763529, 1.3041589300823253]",-22.674049377441406,0.001,1977.4484709015076,-3.5431306702595577,1.0,0
858,"[np.float64(0.4572037175233279), np.float64(0.9724676938162297), np.float64(0.6170381523264364), np.float64(0.9272586934441762), np.float64(0.733036143614519), np.float64(0.04402561295364599), np.float64(0.19316755405954264), np.float64(0.5876626900165979), np.float64(0.9174431996866264), np.float64(0.7903987980200242)]","[0.777048610072488, 1.0263911227832336]",-41.29972457885742,0.017,2864.3536950843404,-134.80170633660657,1.0,0
859,"[np.float64(0.7000330950367336), np.float64(0.9220566521358042), np.float64(0.7342063874163546), np.float64(0.8676442629890048), np.float64(0.7334596204143207), np.float64(0.06143785402290998), np.float64(0.4440456378664929), np.float64(0.5786715967065921), np.float64(0.9587829050231107), np.float64(0.7934999907550855)]","[0.8681779438109275, 1.0411944012373424]",-32.72944641113281,0.003,1972.6605358866984,-102.82019537740854,0.0,1
860,"[np.float64(0.6312034349625139), np.float64(0.9192210160257055), np.float64(0.5802417738522981), np.float64(0.9467897575622183), np.float64(0.7481278309741164), np.float64(0.05669373050184294), np.float64(0.2161814026800592), np.float64(0.008491908264659037), np.float64(0.9585003408213132), np.float64(0.620077079732013)]","[0.87638196427135, 1.0904418204686734]",-23.187246322631836,0.007,2299.9590417718396,135.09063148867318,0.0,0
861,"[np.float64(0.6269361437482296), np.float64(0.21938035916206983), np.float64(0.9017724280436795), np.float64(0.6035616845224487), np.float64(0.22496127568648616), np.float64(0.944454508347603), np.float64(0.10191999327337975), np.float64(0.46029436546554975), np.float64(0.7447669103868374), np.float64(0.6265866671500011)]","[0.9158897617272703, 1.0940632306248488]",-54.394378662109375,0.245,3099.77784182439,-83.08163888089246,1.0,0
862,"[np.float64(0.4230234525498138), np.float64(0.32011494690766396), np.float64(0.5739504264646235), np.float64(0.9273327895697362), np.float64(0.949826645456845), np.float64(0.4522917189100694), np.float64(0.1600805696420074), np.float64(0.3227963216170824), np.float64(0.7493721314524349), np.float64(0.9876665096877136)]","[0.9510255765303121, 1.0807820101527892]",-43.22593688964844,0.099,2311.296084784022,-79.44137414781665,0.0,1
863,"[np.float64(0.917672009086422), np.float64(0.3312418884096406), np.float64(0.5767199912375642), np.float64(0.184547013255001), np.float64(0.9241457528330613), np.float64(0.43323813922110854), np.float64(0.23085378565335035), np.float64(0.20910421828620973), np.float64(0.18897480380296883), np.float64(0.9816448231999029)]","[0.9392929324283907, 1.0890674164753407]",-48.674495697021484,0.351,2439.8929848716057,-2.2569241659400063,0.0,1
864,"[np.float64(0.8463178759479367), np.float64(0.8932850448421291), np.float64(0.7754122463221798), np.float64(0.7529991517560194), np.float64(0.8268027548752866), np.float64(0.18806871785725454), np.float64(0.4345872650678448), np.float64(0.5317191958075517), np.float64(0.9522397157397885), np.float64(0.7935128187773239)]","[0.8878481588763529, 1.0799514560099266]",-22.674049377441406,0.001,1718.7380955231222,-2.559216153403355,0.0,1
865,"[np.float64(0.6269361437482296), np.float64(0.22648073489780118), np.float64(0.9017724280436795), np.float64(0.6035616845224487), np.float64(0.9635011508595163), np.float64(0.9296668113562279), np.float64(0.11695864466562156), np.float64(0.22661240060006646), np.float64(0.7562731115909688), np.float64(0.6265866671500011)]","[0.9156990343360666, 1.0941470953485721]",-52.51461410522461,0.232,3297.833494970088,-39.6006031402581,0.0,1
866,"[np.float64(0.8998373848989748), np.float64(0.914835715055917), np.float64(0.7754122463221798), np.float64(0.7776858483648156), np.float64(0.7739029718006845), np.float64(0.18806871785725454), np.float64(0.42801212551936474), np.float64(0.5317191958075517), np.float64(0.9522397157397885), np.float64(0.7935128258447854)]","[0.8878481588763529, 1.0799514560099266]",-13.467737197875977,0.001,1672.3258079210007,-12.617289488497306,0.0,1
867,"[np.float64(0.432917042204343), np.float64(0.07429417438914124), np.float64(0.6649096637768483), np.float64(0.9229527003739814), np.float64(0.9666593913728327), np.float64(0.08015169560641827), np.float64(0.2032104332913769), np.float64(0.32535019095309353), np.float64(0.9558251114430394), np.float64(0.633176210171202)]","[0.9539916427907358, 1.0978691556201652]",-66.54689025878906,1.0,2697.8915577308385,-290.6541462745545,0.0,1
868,"[np.float64(0.7734918846824871), np.float64(0.8954078614503889), np.float64(0.7306582444333131), np.float64(0.8695899386481297), np.float64(0.7335183060461259), np.float64(0.05860270557815811), np.float64(0.4374621959286444), np.float64(0.5786862099731835), np.float64(0.9228082617716951), np.float64(0.7903987980200242)]","[0.7770114210562538, 1.1214629451811138]",-30.703298568725586,0.002,2059.56127897022,-64.43427586185834,0.0,1
869,"[np.float64(0.4564457459018273), np.float64(0.13162703986635), np.float64(0.7700683424560889), np.float64(0.9210219903257191), np.float64(0.9156257377757848), np.float64(0.1964828874822325), np.float64(0.19216208625097772), np.float64(0.5277747494073263), np.float64(0.9586620904991351), np.float64(0.6322970029918138)]","[0.8898819397210658, 1.0247290522116228]",-46.180267333984375,0.596,2266.1230744503114,-46.66003802497579,0.0,1
870,"[np.float64(0.4538611792914793), np.float64(0.18066295403500643), np.float64(0.9044000260541549), np.float64(0.8426836694413354), np.float64(0.5611165503191516), np.float64(0.3268313096607755), np.float64(0.2020885433398133), np.float64(0.49393893203673384), np.float64(0.9566627396082596), np.float64(0.7929934602330717)]","[0.8776280853035865, 1.0334084160224133]",-44.29499816894531,0.365,2739.898934674504,-248.54477011760724,0.0,1
871,"[np.float64(0.455240695687056), np.float64(0.1235170689729709), np.float64(0.6563053774898199), np.float64(0.9266256364644341), np.float64(0.5336933079394592), np.float64(0.46044597489368505), np.float64(0.20349452199977633), np.float64(0.48579725654990696), np.float64(0.9159934197316962), np.float64(0.8001775827234403)]","[0.8776243234870872, 1.0306546312029867]",-40.904781341552734,0.652,2490.0409992008817,-85.75760687334696,0.0,1
872,"[np.float64(0.452555109133054), np.float64(0.905595692320977), np.float64(0.7308590932230844), np.float64(0.9591138736530124), np.float64(0.7372198536109427), np.float64(0.03214266535227228), np.float64(0.39879728959452665), np.float64(0.29573018199187995), np.float64(0.9170566148105879), np.float64(0.8180585977316679)]","[0.9182326386927, 1.0978770324645173]",-46.179161071777344,0.023,2443.8985359207086,-86.1111118480058,0.0,1
873,"[np.float64(0.8573166711228379), np.float64(0.23639383129807828), np.float64(0.42845059129128726), np.float64(0.8764324986363222), np.float64(0.4504319488756726), np.float64(0.058864014506520845), np.float64(0.20882572086476847), np.float64(0.5829921861723373), np.float64(0.5094279120156893), np.float64(0.783354815405355)]","[0.7611171503507848, 1.421345440261682]",-59.14101791381836,0.215,3727.816298998591,-83.93795190653924,1.0,0
874,"[np.float64(0.613213669783991), np.float64(0.11933114951771606), np.float64(0.6564323853335678), np.float64(0.8177853988491066), np.float64(0.9666593913728327), np.float64(0.9590159698834029), np.float64(0.123228100732025), np.float64(0.22616367206393176), np.float64(0.9631547281434159), np.float64(0.6265354514194339)]","[0.950204238646081, 1.0905114181323083]",-58.21567916870117,0.675,3016.2705196142847,-89.01924156522449,1.0,0
875,"[np.float64(0.455240695687056), np.float64(0.17657563761261205), np.float64(0.6508364369275538), np.float64(0.7597996790679327), np.float64(0.5341339548259819), np.float64(0.19308876532217759), np.float64(0.17208552548444883), np.float64(0.32298544643401167), np.float64(0.9146597346378568), np.float64(0.7537139636464595)]","[0.8827100034420127, 1.0306010510362804]",-65.69541931152344,0.384,2344.4074488445517,-139.32871641217173,0.0,1
876,"[np.float64(0.45361975191867565), np.float64(0.08585753883801125), np.float64(0.6594676439189158), np.float64(0.8435423878802828), np.float64(0.24102197007950996), np.float64(0.06516820872425334), np.float64(0.2032325011445903), np.float64(0.33180886743604127), np.float64(0.7476788913109471), np.float64(0.6263739134971584)]","[0.8812222001566553, 1.0619184371477803]",-58.65302658081055,0.909,3252.7163872692363,-309.4176651780625,0.0,1
877,"[np.float64(0.44241959187180385), np.float64(0.17319799819106513), np.float64(0.6782367685719314), np.float64(0.9274676958449699), np.float64(0.5023151598864809), np.float64(0.18804595489005377), np.float64(0.43411896964308205), np.float64(0.4532923072498515), np.float64(0.9630313633226791), np.float64(0.8151457019201197)]","[0.887603328035483, 1.0854907365655537]",-59.96162414550781,0.395,2834.848343856826,-339.52075424336056,1.0,0
878,"[np.float64(0.7166297119246232), np.float64(0.905595692320977), np.float64(0.7336978550393052), np.float64(0.9205856821394578), np.float64(0.7386404759359243), np.float64(0.20087387698099007), np.float64(0.20650512984001393), np.float64(0.49655858897238797), np.float64(0.9140837851110543), np.float64(0.7935236794728889)]","[0.9335359119271043, 1.0306108500200093]",-37.89992141723633,0.002,1862.8824004967303,-63.0799632299549,0.0,1
879,"[np.float64(0.455240695687056), np.float64(0.12147548026261883), np.float64(0.7301032941137614), np.float64(0.8595669298810957), np.float64(0.5214554488288717), np.float64(0.19993420026002157), np.float64(0.19348971695516004), np.float64(0.32077183000962806), np.float64(0.9160105489588279), np.float64(0.6786058888140228)]","[0.7154169238611077, 1.033190439000282]",-66.72760009765625,0.662,2730.368345277408,-248.41476619895263,0.0,1
880,"[np.float64(0.6269361437482296), np.float64(0.18109314098630847), np.float64(0.6566382316723582), np.float64(0.920428681892872), np.float64(0.22496127568648616), np.float64(0.9556003811851113), np.float64(0.11695864466562156), np.float64(0.3156996249253766), np.float64(0.7573556446370021), np.float64(0.6262920930037226)]","[0.8604641391687118, 1.0938407067585745]",-53.77997589111328,0.363,3590.3370767426695,-338.2832106315275,0.0,1
881,"[np.float64(0.8463861299010864), np.float64(0.9050802968672662), np.float64(0.8125594393474018), np.float64(0.7529991517560194), np.float64(0.8002217160769335), np.float64(0.18806871785725454), np.float64(0.33764601530900823), np.float64(0.5317191958075517), np.float64(0.9522397157397885), np.float64(0.7935128187773239)]","[0.8878481588763529, 1.0799458655146004]",-29.735248565673828,0.001,1648.466454575381,-15.79893361304903,0.0,1
882,"[np.float64(0.8573166711228379), np.float64(0.23731831835452316), np.float64(0.4285060656921795), np.float64(0.7188453664551908), np.float64(0.4504319488756726), np.float64(0.7421147327042432), np.float64(0.21409252910796778), np.float64(0.3772847719073049), np.float64(0.4340241177343303), np.float64(0.6044036215883223)]","[0.12837080378316706, 1.421345440261682]",-40.456626892089844,0.213,3318.7709914106754,-128.28744597813568,0.0,1
883,"[np.float64(0.7231837075948158), np.float64(0.04021604783051169), np.float64(0.6509414026012015), np.float64(0.8785268446545975), np.float64(0.5901192491654934), np.float64(0.27918282510161835), np.float64(0.44224175210526995), np.float64(0.31406438224153904), np.float64(0.9586620904991351), np.float64(0.6322970029918138)]","[0.7882623746315078, 1.035966459255779]",-42.79450607299805,1.0,2567.334517236726,118.29691948132151,0.0,0
884,"[np.float64(0.7705657132539634), np.float64(0.8999090406537833), np.float64(0.7333995449737588), np.float64(0.7619035906541383), np.float64(0.7425663599912244), np.float64(0.19102119619614888), np.float64(0.4606264515404597), np.float64(0.5802700174755451), np.float64(0.9183230694946112), np.float64(0.7904379478927264)]","[0.7770114210562538, 1.1214629451811138]",-32.656951904296875,0.001,1745.7663446829129,36.437439811186465,0.0,0
885,"[np.float64(0.4017339875328897), np.float64(0.2347273228770243), np.float64(0.7329949402721672), np.float64(0.5835912528429665), np.float64(0.945237688138119), np.float64(0.19197339710319583), np.float64(0.21372858236022751), np.float64(0.41396664545344963), np.float64(0.7402669653935312), np.float64(0.6333178502481716)]","[0.7855633873625059, 1.0968327082382119]",-45.3746337890625,0.218,2735.1085438529994,-28.69332235653752,0.0,1
886,"[np.float64(0.45361975191867565), np.float64(0.1320754917124701), np.float64(0.6649944745143583), np.float64(0.9269793671561731), np.float64(0.5846105421865344), np.float64(0.06516820872425334), np.float64(0.2062812727469933), np.float64(0.32197869573629206), np.float64(0.8674092558830133), np.float64(0.7339919157719205)]","[0.883026222014268, 1.0619184371477803]",-68.79468536376953,0.592,2783.970937262894,-302.3481832668024,0.0,1
887,"[np.float64(0.9587484232203666), np.float64(0.12147548026261883), np.float64(0.637475874747896), np.float64(0.9063150844719837), np.float64(0.5336933079394592), np.float64(0.08234411671458292), np.float64(0.19266698719963754), np.float64(0.3265761591054275), np.float64(0.9159934197316962), np.float64(0.7570871359839073)]","[0.7154169238611077, 1.033190439000282]",-56.04785919189453,0.662,3223.3759312556813,-420.60291166702825,1.0,0
888,"[np.float64(0.7166297119246232), np.float64(0.905595692320977), np.float64(0.7336978550393052), np.float64(0.7963558777708273), np.float64(0.7372198536109427), np.float64(0.19681465993372182), np.float64(0.3795681060744185), np.float64(0.49842143570184294), np.float64(0.9157580075753988), np.float64(0.5547707767844047)]","[0.8852892478136235, 1.0306108500200093]",-29.063037872314453,0.002,1732.291585950017,157.9021053246205,0.0,0
889,"[np.float64(0.8463826449113), np.float64(0.9045994123723341), np.float64(0.8111048536090268), np.float64(0.8381232778701674), np.float64(0.7460882941857352), np.float64(0.18806871785725454), np.float64(0.33790274455042063), np.float64(0.5317191958075517), np.float64(0.9522397157397885), np.float64(0.787703950068538)]","[0.8878481588763529, 1.0795234475383133]",-28.81861686706543,0.001,1608.6941011693043,-15.908103972721563,0.0,1
890,"[np.float64(0.437617086494043), np.float64(0.07853844408679096), np.float64(0.6564323853335678), np.float64(0.8177853988491066), np.float64(0.22783897666339664), np.float64(0.18912084635710885), np.float64(0.15696134072082601), np.float64(0.4568696753204762), np.float64(0.9597921781450602), np.float64(0.6319316965367912)]","[0.9541823701819395, 1.097785290896442]",-48.585697174072266,0.976,3152.419114517243,-324.3081232148536,0.0,1
891,"[np.float64(0.4377832751410593), np.float64(0.9222681421371363), np.float64(0.7945984978962662), np.float64(0.9102542557689648), np.float64(0.539613572429917), np.float64(0.1902758834295829), np.float64(0.4346255701028867), np.float64(0.3109394832266252), np.float64(0.9698426519696558), np.float64(0.6448129750474568)]","[0.7819984882186142, 1.0330980204170606]",-41.41726303100586,0.026,2625.413541675056,-44.259806189269455,0.0,1
892,"[np.float64(0.437995691937752), np.float64(0.18085143852795188), np.float64(0.6563072570222226), np.float64(0.757111670279264), np.float64(0.5341500746105757), np.float64(0.12248320473974203), np.float64(0.20649914178945072), np.float64(0.2254547379252574), np.float64(0.960885324421672), np.float64(0.6725382777422981)]","[0.7874799037739025, 1.032734948155222]",-60.969512939453125,0.364,2363.090533967058,-150.29173645955234,0.0,1
893,"[np.float64(0.4332931092582803), np.float64(0.12261945827919912), np.float64(0.6677246286020894), np.float64(0.8683765214306095), np.float64(0.5901192491654934), np.float64(0.2645630384078346), np.float64(0.19794711018338274), np.float64(0.32304086224984935), np.float64(0.9584164140676844), np.float64(0.6322970029918138)]","[0.7882623746315078, 1.0262643569032859]",-57.5219841003418,0.656,2353.1028924883894,-150.68758773299732,0.0,1
894,"[np.float64(0.4228051718848921), np.float64(0.905595692320977), np.float64(0.6642842798158195), np.float64(0.9256347603637904), np.float64(0.6154714056825558), np.float64(0.2580914338661286), np.float64(0.4389442229084418), np.float64(0.5206031054338551), np.float64(0.9157580075753988), np.float64(0.7935388993508531)]","[0.8867083434716589, 1.0332756800553564]",-37.71085739135742,0.034,2243.1062217890553,-172.5850030049129,0.0,1
895,"[np.float64(0.6204914547585932), np.float64(0.7515358116589127), np.float64(0.37411340726550324), np.float64(0.8468474449831759), np.float64(0.8622801831348089), np.float64(0.9391513033550863), np.float64(0.07291921333500956), np.float64(0.556860866721899), np.float64(0.756211253687646), np.float64(0.6265331805141438)]","[0.779651127368808, 1.0898938200630888]",-32.19418716430664,0.06,2767.030813066747,34.34691862767059,0.0,0
896,"[np.float64(0.4538611792914793), np.float64(0.1544606599207695), np.float64(0.7917072960098921), np.float64(0.8475498711452456), np.float64(0.5611165503191516), np.float64(0.21849643532725188), np.float64(0.19408195299240974), np.float64(0.3311271219208711), np.float64(0.9503566463831187), np.float64(0.7929934602330717)]","[0.8772967805133419, 0.9198247027082778]",-61.658451080322266,0.479,2570.29159795696,-248.65216695990586,1.0,0
897,"[np.float64(0.7147030556846851), np.float64(0.18155983252712676), np.float64(0.668631593760623), np.float64(0.7313192200970305), np.float64(0.5245068577029665), np.float64(0.19311878558292), np.float64(0.6552881163945479), np.float64(0.5162479305305295), np.float64(0.7549744649906172), np.float64(0.7937724111826356)]","[0.7927391292196215, 1.030602973175657]",-47.49779510498047,0.361,2393.106236402651,-98.69672058902484,0.0,1
898,"[np.float64(0.7470943167432181), np.float64(0.9007170803212935), np.float64(0.6170936267273164), np.float64(0.7212503054764019), np.float64(0.733036143614519), np.float64(0.780823548397835), np.float64(0.44851402733493667), np.float64(0.3611115477662892), np.float64(0.8723370638534085), np.float64(0.6114476041859784)]","[0.14434875065489067, 1.0360932251357267]",-8.261880874633789,0.007,2290.6932546713124,93.51362153193233,1.0,0
899,"[np.float64(0.7000330950367336), np.float64(0.9220095586426892), np.float64(0.7342175338690692), np.float64(0.7616005763493083), np.float64(0.731825591143428), np.float64(0.1833751725625391), np.float64(0.40513922845351713), np.float64(0.5802554042089536), np.float64(0.9596627748548954), np.float64(0.6318688837391341)]","[0.45892455594590004, 1.0240097059434006]",-32.06862258911133,0.003,2101.3054733048752,165.88606923207797,1.0,0
900,"[np.float64(0.7000330950367336), np.float64(0.9220095586426892), np.float64(0.7315779340885553), np.float64(0.756578043152868), np.float64(0.7427539765285013), np.float64(0.19385625137986884), np.float64(0.19310544799683527), np.float64(0.5828661672368969), np.float64(0.9596627748548954), np.float64(0.7935383162270844)]","[0.8681779438109275, 1.0305377890645935]",-25.624250411987305,0.003,1870.2066739653253,-25.828308324811815,0.0,1
901,"[np.float64(0.4555459105070902), np.float64(0.1211032795550875), np.float64(0.6513373886231743), np.float64(0.7597866460832988), np.float64(0.5340720433382706), np.float64(0.192863465890824), np.float64(0.17236941216381824), np.float64(0.32298544643401167), np.float64(0.9501347205620343), np.float64(0.7536946613454251)]","[0.786712981285865, 1.030685481406968]",-67.80451202392578,0.663,2334.479751415835,-139.80822763833942,0.0,1
902,"[np.float64(0.7789248605798983), np.float64(0.900152703885429), np.float64(0.810625427045457), np.float64(0.8678800978770783), np.float64(0.7461021113583106), np.float64(0.062297384234100445), np.float64(0.443247218538446), np.float64(0.5792404828692727), np.float64(0.9174431996866264), np.float64(0.7904206150784175)]","[0.7770114210562538, 1.079424003719544]",-36.74134826660156,0.001,1908.4866629527723,-19.35857303964866,0.0,1
