eval_id,x,hub,f1,f2,f3,g1,g2,g3,feasible
37,"[0.0763549914853281, 0.23483907948984994, 0.16222855752056586, 0.9159237744769517, 0.739900702350839, 0.11771307998234448, 0.9919930979414978, 0.11013211899741604, 0.6220697409528387, 0.3547334554703645]","[1.4880503176785342, 0.8376835526668058]",-45.39712905883789,0.993,4033.4286392990607,108.32219997701395,3.0,6.0,0
38,"[0.7571316253352183, 0.5988506638162991, 0.6385458531009636, 0.28353426632010625, 0.6181307496852578, 0.36956669018657895, 0.3799349341788377, 0.681937037573606, 0.8310576876132559, 0.6052685945074544]","[0.25396254580418, 1.197688526189553]",-19.99098777770996,0.14,2028.3085568025438,119.76808342748106,2.0,6.0,0
39,"[0.9897361675845034, 0.3582312185913814, 0.3142381312178827, 0.4165709623150299, 0.9584644009640338, 0.05873521751558297, 0.7300645778190835, 0.5670497583644489, 0.7742121576308749, 0.8883954263166767]","[1.080137156334035, 1.4205931249674941]",-22.29152488708496,0.1,3619.928703779304,130.0661899632894,2.0,6.0,0
40,"[0.7476535197594388, 0.47403622225949027, 0.8166440705290728, 0.8817710808483114, 0.6823799448443975, 0.3151851034187104, 0.8929563307131257, 0.30996375517120167, 0.3987189364419349, 0.7115105508132997]","[1.4135469035066797, 0.6980275756135836]",-30.54159164428711,0.013,2394.498211896021,136.68806997338763,1.0,6.0,0
41,"[0.18878064680754914, 0.5091940832753937, 0.8819028684025597, 0.44215445593765246, 0.6023637298660838, 0.3471792790332324, 0.8588457797698037, 0.10210216325630683, 0.8435291936572402, 0.855161877800188]","[1.1115179427843849, 0.7542788560556952]",-50.05387496948242,0.34,3216.2335511898036,137.3893685122098,1.0,6.0,0
42,"[0.0932556167095393, 0.6834897381142566, 0.6088586050511545, 0.7963263969226773, 0.05541820375084594, 0.8057203967146486, 0.8606094137766368, 0.45377265711836035, 0.28418447481174003, 0.7499650752203063]","[1.414339598242053, 0.6715334561847421]",-33.77790069580078,1.0,3426.5498739036125,139.6978914776418,0.0,6.0,0
43,"[0.9606887020277379, 0.9002654171528618, 0.14704654594174182, 0.7411145400827215, 0.5292209856627658, 0.9366989347480371, 0.9083534610543227, 0.6483341011050769, 0.5287591672457896, 0.20143090853695012]","[0.7831343292771509, 1.0748027882966467]",-35.923622131347656,0.513,2766.368337081068,140.76513653968897,0.0,6.0,0
44,"[0.12858287186718842, 0.7314763939923757, 0.09521030422128629, 0.5699619505238555, 0.5171815371217462, 0.895368602951573, 0.2225521522559719, 0.8424122866034477, 0.9295786250874855, 0.23087836206189072]","[0.41791291612573434, 1.3420087443928799]",-40.209964752197266,0.831,3099.986057177045,147.67650005284588,2.0,6.0,0
45,"[0.7898093832755049, 0.1836603870914313, 0.5542825390272328, 0.24062604181377323, 0.36528505670346056, 0.4229460447715928, 0.758249565648491, 0.4381450103309691, 0.7813658931947177, 0.043090690634595696]","[1.0152324040624476, 0.18070361643581123]",-47.85207748413086,0.354,2552.117592376883,149.53896636960633,3.0,6.0,0
46,"[0.35954611893234156, 0.6571231551575867, 0.5254697248274498, 0.04850513258211875, 0.3049191826586233, 0.2362906836924623, 0.030188469259489592, 0.4736051880661374, 0.4341822332207885, 0.24864819916465264]","[1.299148422495251, 0.2312362544141343]",-29.48998260498047,1.0,2828.0063796595286,158.65554204088915,2.0,6.0,0
