eval_id,x,order,f1,f2,f3,g1,g2,feasible
44,"[0.08466846495866776, 0.09854261577129364, 0.35628941655158997, 0.7834891080856323, 0.2512883245944977, 0.6112424731254578, 0.8642144799232483, 0.8377560377120972, 0.020743388682603836, 0.9908326864242554]","[3, 5, 2, 4, 1, [1.1266538947820663, 1.400400847196579]]",-50.2392463684082,0.92,5565.670705596446,-57.37661578827948,1.0,0
45,"[0.5197106003761292, 0.6202727556228638, 0.9334614872932434, 0.1630953550338745, 0.790681779384613, 0.0666276216506958, 0.034395746886730194, 0.15356746315956116, 0.9199245572090149, 0.47311413288116455]","[1, 4, 2, 5, 3, [1.4055145382881165, 1.157706156373024]]",-32.46390914916992,0.442,6912.311514908527,75.99954397970137,2.0,0
46,"[0.7695299386978149, 0.3354681134223938, 0.05665889382362366, 0.5809655785560608, 0.6116820573806763, 0.49740350246429443, 0.7029415369033813, 0.29022082686424255, 0.6004670858383179, 0.01448154915124178]","[2, 5, 1, 3, 4, [1.1158235371112823, 1.0144900372251868]]",-40.272743225097656,1.0,5736.116267175198,-106.14993975901359,1.0,0
47,"[0.32948294281959534, 0.8205735683441162, 0.731501579284668, 0.46057191491127014, 0.08852025866508484, 0.9458193182945251, 0.39845237135887146, 0.73213130235672, 0.4666658043861389, 0.5275290012359619]","[4, 1, 3, 5, 2, [1.3516418635845184, 1.302404135465622]]",-28.43692970275879,0.888,5986.279512844434,-323.59887346869823,1.0,0
48,"[0.3513433635234833, 0.37275323271751404, 0.3985612988471985, 0.8884767293930054, 0.8913242816925049, 0.11073681712150574, 0.12463581562042236, 0.2693704068660736, 0.34280240535736084, 0.12096168845891953]","[3, 5, 4, 1, 2, [1.1690738946199417, 1.3178484439849854]]",-24.82677459716797,0.073,4413.762789246362,209.4574844371217,0.0,0
49,"[0.7864794135093689, 0.8461441397666931, 0.8273086547851562, 0.008317314088344574, 0.4299871325492859, 0.5671060681343079, 0.7894765138626099, 0.7102419137954712, 0.7228808999061584, 0.6027591228485107]","[1, 2, 3, 4, 5, [1.4254724085330963, 1.1230660155415535]]",-41.643943786621094,1.0,4026.975912681925,116.26368817726905,2.0,0
50,"[0.6954002484125776, 0.7357330765806942, 0.6505541665109164, 0.746288463532837, 0.6527979016472294, 0.671266676670606, 0.5233623981432654, 0.4873004732237686, 0.5012536485210568, 0.0]","[1, 2, 4, 3, 5, [1.0, 1.3152337561818763]]",-19.132843017578125,0.005,2457.022353667455,211.16833338888247,1.0,0
51,"[0.700079664633365, 0.8925369276940631, 0.6093603151328859, 0.9082182718977144, 0.6428097152652354, 0.01798379141079881, 0.2864157701307626, 0.825124094719924, 0.4710752149394099, 0.9451515027739437]","[1, 2, 3, 4, 5, [1.2372099878528933, 1.3394812870098842]]",-50.69693374633789,0.007,5619.976490077014,44.333530323049246,2.0,0
52,"[0.584274973486798, 0.5341493258232999, 0.7199431835824767, 0.6627363544665872, 0.5189637701710662, 0.5151078476789407, 1.0, 0.42693991352154453, 0.5741429158868949, 0.6507860032277997]","[4, 2, 5, 3, 1, [1.1884456742478768, 1.2291785509864868]]",-22.337284088134766,0.01,3494.8474779793373,88.35119956658974,0.0,0
53,"[0.5021667490032885, 0.5442901625600484, 0.5172701099318869, 0.795657631541862, 0.31515808454075656, 0.35550658521600803, 0.24754580808869597, 0.4410704681056064, 0.0, 0.5090033447740885]","[2, 5, 4, 1, 3, [1.1429589999258993, 1.159657063652026]]",-25.759910583496094,0.1,4477.531388589407,107.19036843872863,0.0,0
54,"[0.7267019397339791, 0.9004083196478588, 0.6533680871783912, 0.6321969993610235, 0.5972560887211196, 0.4783319346695536, 0.1266801096041936, 0.5503832791855072, 0.5555288066594617, 0.4749662225883437]","[2, 3, 1, 5, 4, [1.0618192134380402, 1.3523510137400148]]",-16.226028442382812,0.007,3411.341944428455,215.68800632117615,0.0,0
55,"[0.7442340829866649, 0.7843497100874613, 0.6579971637091512, 0.3228202714431353, 0.6462711320683413, 0.43554309293036153, 0.6788984514183356, 0.6689118677882464, 0.560699510140759, 0.3553087883000672]","[2, 5, 4, 1, 3, [1.0, 1.3480829962400158]]",-19.395658493041992,0.097,3544.0370795759886,40.95785894710542,2.0,0
56,"[0.6952744178009046, 0.6473621716797324, 0.8080872050433286, 0.7671167590480795, 0.6455121407126478, 0.8129750123466333, 0.5319154188176968, 0.49805543333409735, 0.6288566253152057, 0.3015926635195394]","[5, 1, 4, 3, 2, [1.0078211265171635, 1.2475152493436439]]",-11.152409553527832,0.005,3376.119079610122,23.55627048304433,2.0,0
57,"[0.7299987459973549, 0.9202022674279499, 0.6396002865471693, 0.5229234853783421, 0.5966866096713705, 0.539101849235874, 0.6514527893068677, 0.614478194996013, 0.6055392150141361, 0.0]","[2, 4, 3, 5, 1, [1.0619950578759547, 1.0]]",-17.444530487060547,0.009,3440.8689222739918,56.97074701008256,1.0,0
58,"[0.5493667461599847, 0.41280100816942455, 0.5427392717902213, 0.684728207590467, 0.41518258279119996, 0.798650892441945, 0.8466208022166595, 0.4291895312998535, 0.6777765738506746, 1.0]","[4, 1, 3, 5, 2, [1.1675382486246069, 1.204614878174801]]",-29.31979751586914,0.035,3339.7844579776342,10.759605760981344,1.0,0
59,"[0.8011495001664514, 0.8329694903089697, 0.7257678579449873, 0.7064090159488053, 1.0, 0.3973501479216634, 0.8131446728986369, 0.45276875621715895, 0.43988184651903856, 1.0]","[5, 1, 2, 3, 4, [1.0388578184857735, 1.2859233060064292]]",-26.58366584777832,0.003,2898.986706186402,213.24054279166063,1.0,0
60,"[0.587906383157168, 0.49657164117727465, 0.6007933538491615, 0.5097637889864938, 0.8506678098520498, 0.44732570900355384, 0.922366200785593, 0.4799477700751228, 0.31532752618147825, 1.0]","[4, 2, 1, 5, 3, [1.3367870621360127, 1.1330200986796026]]",-42.649688720703125,0.012,5738.03767545343,193.5418412490405,0.0,0
61,"[0.8378295327865145, 0.5732586981117174, 0.9100472903251333, 0.6781220021269484, 1.0, 0.08597470097622938, 0.7415361996267273, 0.8098401709089948, 0.4712670863000591, 1.0]","[5, 3, 1, 4, 2, [1.0000889256499137, 1.4879352861465656]]",-46.060302734375,0.007,3554.5263969545704,-98.60014236379504,0.0,1
62,"[0.2795895731751049, 0.725255394849143, 0.679519037203361, 0.8009234783412675, 0.38146062155019544, 0.9701733857935902, 0.5766990054290669, 0.4016070537834277, 0.7270498052994461, 0.010852625220680135]","[2, 5, 3, 1, 4, [1.0157972595000777, 1.4702842764898307]]",-54.68879699707031,0.145,5605.875870373945,-28.5275549123146,1.0,0
63,"[0.7591610033541851, 0.6335986741623019, 0.8422526362003251, 0.6790464429068757, 0.9020812750875117, 0.0, 0.6487266388627739, 0.6287409356400534, 0.553700839839888, 1.0]","[2, 3, 1, 4, 5, [1.0017742564825518, 1.3808837671639933]]",-32.38643264770508,0.007,4536.164855252858,76.44389740610916,2.0,0
64,"[0.6121093125679576, 0.6299572714665769, 0.485597798468419, 0.7422002468346953, 0.3752396297868523, 0.8352801582297795, 0.7286640608867991, 0.31828855941961165, 1.0, 0.0]","[4, 3, 2, 5, 1, [1.1656206118640546, 1.1934884882612438]]",-32.54106903076172,0.058,5448.421056765471,71.83566036172672,2.0,0
65,"[0.7493964549266234, 0.6865832310690967, 0.8473647254998761, 0.7082014731126308, 1.0, 0.4295169513593814, 0.8927683328431055, 1.0, 0.44125026591221167, 1.0]","[5, 2, 1, 4, 3, [1.0639368563017673, 1.4269327048741054]]",-15.761676788330078,0.003,3081.785697920849,180.611771447902,0.0,0
66,"[0.9884150327791943, 0.8794263049320857, 0.9205214660129872, 0.8282751333420509, 0.9902024727784436, 0.5366757825441465, 0.8863801780387649, 1.0, 0.46762739819514587, 0.5634757424455076]","[1, 3, 2, 5, 4, [1.0, 1.157362165139407]]",-21.79222869873047,0.001,2899.0310763078282,207.2346127049973,0.0,0
67,"[0.6318204824666062, 0.49455643837345004, 0.6183710529684538, 0.6894331346457613, 0.3370029054240075, 0.606990931402906, 0.8706218957780063, 0.22632764752219403, 0.6049877348577178, 0.0]","[1, 3, 4, 2, 5, [1.0, 1.312904084057963]]",-35.941505432128906,0.083,4627.529028228347,155.92184860406704,2.0,0
68,"[0.4493683641239056, 0.6870382385207355, 0.43091978221944766, 0.5458149277721019, 0.46020141999138714, 0.5944880586149864, 0.10912540936951591, 0.49908943219420493, 0.3126617686282217, 0.0]","[2, 1, 5, 4, 3, [1.0, 1.5]]",-21.423049926757812,0.03,5172.9918338269645,90.05814423723709,1.0,0
69,"[0.7149449857585829, 0.7511496020508379, 0.7056105761575701, 0.4321002477683243, 0.3399518345746727, 0.536677766677794, 0.5911245630906764, 0.9997679000002516, 0.7064781323947145, 0.7817238933522961]","[4, 3, 5, 2, 1, [1.0924967889963788, 1.1595214680375039]]",-20.51339340209961,0.079,3577.017716305519,143.02571179446358,0.0,0
70,"[0.6779590470711236, 0.5065026780706108, 0.7099898159476088, 0.7491107524886143, 0.5868074205856989, 0.6900883073792322, 0.6066892841406732, 0.6577427641334849, 0.6141998267809895, 0.06900108214937516]","[3, 4, 5, 1, 2, [1.0902493057796148, 1.265620086409056]]",-27.03763771057129,0.011,3604.6314840738573,176.13164034544792,4.0,0
71,"[0.7991388890415436, 0.6071903155208328, 0.8513402756644978, 0.7246097103101162, 1.0, 0.0, 0.6779198083163838, 0.67816285900293, 0.5110390509257501, 1.0]","[5, 4, 1, 3, 2, [1.1776838665880227, 1.2468322611298956]]",-46.876121520996094,0.007,3843.425208746665,-88.08033664483673,2.0,0
72,"[0.601680284295966, 0.9301891212933315, 0.8373470332024106, 1.0, 0.7682645431711062, 0.836587524904995, 0.39724798631247815, 0.9938365628689353, 0.496987689222625, 0.0]","[2, 1, 4, 3, 5, [1.1287390589339197, 1.1822728354875138]]",-41.416526794433594,0.007,5667.925223526775,49.095597957634,1.0,0
73,"[0.8972044159367281, 0.8993429727603436, 0.672350739631997, 0.9962441612204488, 0.7121202601895955, 0.39456768476234383, 0.4364631472238193, 0.28431598950326636, 0.48254204829711206, 0.0]","[2, 1, 4, 5, 3, [1.14985983539622, 1.139892155350536]]",-21.85226058959961,0.005,2946.949010558768,182.08401859174293,0.0,0
74,"[0.6749141021527233, 0.7968563227106595, 0.7336084861553972, 0.8653397152287192, 0.8229152846135932, 0.5800961914656835, 1.0, 0.5633773472135138, 0.5433946816903938, 0.0]","[1, 3, 5, 4, 2, [1.0, 1.3437142678590157]]",-18.628129959106445,0.005,4113.521373952957,150.28585840775833,0.0,0
75,"[0.2286536388294559, 0.7370280680016746, 0.5012421138072767, 0.888284371848018, 0.6703800502255445, 0.8017438229820816, 0.48708280803115883, 0.5003396607956644, 0.4043534284600818, 0.22759966734153783]","[2, 1, 4, 5, 3, [1.1429709827594154, 1.1329630832823556]]",-28.342300415039062,0.227,4553.829965121906,-35.33461546529003,0.0,1
76,"[0.6342902903898008, 0.37133438548936676, 0.5810314752415423, 0.8015245635681729, 0.7523136650789308, 0.4817414060375958, 0.6203143057364401, 0.3645151824847966, 0.7518837765775253, 0.8666484482090955]","[4, 3, 5, 2, 1, [1.2591274776742554, 1.3203563358912704]]",-22.583955764770508,0.062,4094.877645860289,43.8845770736545,1.0,0
77,"[0.8453427222987079, 0.9401410904165004, 0.8729550745852525, 0.6253570683414406, 0.32767414077710444, 0.5359945894988749, 0.6767100637744514, 0.5482546604085422, 0.7221770910434886, 0.018774452754413452]","[2, 5, 4, 1, 3, [1.1259755377942158, 1.0803760914986302]]",-32.79838180541992,0.091,4042.4301942381235,201.6475455036412,1.0,0
78,"[0.49283973481689075, 0.5258767218673562, 0.754880840281233, 0.766850862996017, 0.2692586972329878, 0.8479722227707709, 1.0, 0.304165828834476, 0.7338833114560703, 0.0901727655260716]","[3, 4, 2, 5, 1, [1.1154406283744311, 1.2733902145795415]]",-34.522979736328125,0.156,5930.654214691825,-7.29071783158048,1.0,0
79,"[0.6816079565863516, 0.5412927530121919, 0.7136349819285881, 0.6796175138296972, 0.4334052330264054, 0.6239122972227563, 0.9972508945603954, 0.41506458576008326, 0.9953412830202183, 0.9983281855502241]","[3, 4, 1, 5, 2, [1.0083718169050646, 1.1845826658805776]]",-32.0698356628418,0.028,3889.7012945619817,72.18030088621597,1.0,0
